# ID	FORM	LEMMA	UPOSTAG	XPOSTAG	FEATS	HEAD	DEPREL	DEPS	MISC
1765FEBR-3_3_21	inchiñ	iñchiñ	_	PN	1p	_	_	_	origText=inchiñ,baseForms=iñchiñ
1765FEBR-3_3_22	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1765FEBR-3_3_23	cùpape	küpan	_	V	imp3	_	_	_	origText=cùpape,baseForms=küpa|pe
1765FEBR-3_3_24	:	:	PUNCT	PUNCT	_	_	_	_	_
1765FEBR-3_3_25	*	*	PUNCT	PUNCT	_	_	_	_	_
1765FEBR-3_3_26	chumgechi	chumngechi	_	AV	_	_	_	_	origText=chumgechi,baseForms=chumngechi
1765FEBR-3_3_27	tami	tami	_	PP	2s	_	_	_	origText=tami,baseForms=tami
1765FEBR-3_3_28	piel	piel	_	N	nmlz	_	_	_	origText=piel,baseForms=pi|el
1765FEBR-3_3_29	*	*	PUNCT	PUNCT	_	_	_	_	_
1765FEBR-3_3_30	vemgquey	femngen	_	V	habit|ind3	_	_	_	origText=vemgquey,baseForms=femnge|ke|iy
1765FEBR-3_3_31	ta	ta	_	DA	DA	_	_	_	origText=ta,baseForms=ta
1765FEBR-3_3_32	*	*	PUNCT	PUNCT	_	_	_	_	_
1765FEBR-3_3_33	huenu	wenu	_	N	_	_	_	_	origText=huenu,baseForms=wenu

1897LENZ-10_1_1	ŊƏT’AMKAN	nürtamkan	_	N	nmlz	_	_	_	origText=ŊƏT’AMKAN,baseForms=nütramka|(ü)n
1897LENZ-10_1_2	ÑIWIŊEN	ñiwiñngen	_	N	pass|nmlz	_	_	_	origText=ÑIWIŊEN,baseForms=ñiwiñ|nge|(ü)n

1897LENZ-10_2_1	Veimeu	feymew	_	AV	_	_	_	_	origText=Veimeu,baseForms=feymew
1897LENZ-10_2_2	ŋət’amkayaayu	nütramkan	_	V	fut|ind1d	_	_	_	origText=ŋət’amkayaayu,baseForms=nütramka|a|iyu
1897LENZ-10_2_3	tva	tüfa	_	DP	DP	_	_	_	origText=tva,baseForms=tüfa
1897LENZ-10_2_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-10_2_5	anei	anay	_	EP	_	_	_	_	origText=anei,baseForms=anay
1897LENZ-10_2_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-10_2_7	chumleken	chumlen	_	AV	vb|habit|nmlz	_	_	_	origText=chumleken,baseForms=chum|le|ke|n
1897LENZ-10_2_8	ñiwiŋen	ñiwiñngen	_	N	pass|nmlz	_	_	_	origText=ñiwiŋen,baseForms=ñiwiñ|nge|(ü)n
1897LENZ-10_2_9	pu	pu	_	PL	PL	_	_	_	origText=pu,baseForms=pu
1897LENZ-10_2_10	mapuche	mapuche	_	CN	_	_	_	_	origText=mapuche,baseForms=mapu|che
1897LENZ-10_2_11	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-10_3_1	Aŋküyem	angküyem	_	AJ	ex	_	_	_	origText=Aŋküyem,baseForms=angkü|(y)em
1897LENZ-10_3_2	tukun	tükun	_	N	nmlz	_	_	_	origText=tukun,baseForms=tüku|(ü)n
1897LENZ-10_3_3	:	:	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-10_3_4	veimeu	feymew	_	AV	_	_	_	_	origText=veimeu,baseForms=feymew
1897LENZ-10_3_5	nielu	nielu	_	N	svn	_	_	_	origText=nielu,baseForms=nie|lu
1897LENZ-10_3_6	kachiʎa	kachilla	_	N	_	_	_	_	origText=kachiʎa,baseForms=kachilla
1897LENZ-10_3_7	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-10_3_8	kaweʎa	kawella	_	N	_	_	_	_	origText=kaweʎa,baseForms=kawella
1897LENZ-10_3_9	wichachekei	wichan	_	V	habit|ind3	_	_	_	origText=wichachekei,baseForms=wicha|che|ke|iy
1897LENZ-10_3_10	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-10_3_11	wichakeví	wichan	_	V	habit|3dir|ind3	_	_	_	origText=wichakeví,baseForms=wicha|ke|fi|iy
1897LENZ-10_3_12	pu	pu	_	PL	PL	_	_	_	origText=pu,baseForms=pu
1897LENZ-10_3_13	domo	domo	_	N	_	_	_	_	origText=domo,baseForms=domo
1897LENZ-10_3_14	suchealu	suchelu	_	N	fut|svn	_	_	_	origText=suchealu,baseForms=suche|a|lu
1897LENZ-10_3_15	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-1_1_1	Kiñechi	kiñechi	_	AV	DA	_	_	_	origText=Kiñechi,baseForms=kiñe|chi
1897LENZ-1_1_2	mai	may	_	AV	_	_	_	_	origText=mai,baseForms=may
1897LENZ-1_1_3	miáumen	miawün	_	V	and|ind1s	_	_	_	origText=miáumen,baseForms=miaw|mee|(ü)n
1897LENZ-1_1_4	waizǘf	waydüf	_	AJ	_	_	_	_	origText=waizǘf,baseForms=waydüf
1897LENZ-1_1_5	mápu	mapu	_	N	_	_	_	_	origText=mápu,baseForms=mapu
1897LENZ-1_1_6	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_1_7	yen	yen	_	V	ind1s	_	_	_	origText=yen,baseForms=(ü)n
1897LENZ-1_1_8	mai	may	_	AV	_	_	_	_	origText=mai,baseForms=may
1897LENZ-1_1_9	epu	epu	_	NUM	_	_	_	_	origText=epu,baseForms=epu
1897LENZ-1_1_10	kárqa	karqa	_	N	_	_	_	_	origText=kárqa,baseForms=karqa
1897LENZ-1_1_11	pülku	pülku	_	N	_	_	_	_	origText=pülku,baseForms=pülku
1897LENZ-1_1_12	awardiénte	awardiente	_	N	_	_	_	_	origText=awardiénte,baseForms=awardiente
1897LENZ-1_1_13	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-1_2_1	Amóyen	amun	_	V	pl|ind1s	_	_	_	origText=Amóyen,baseForms=amu|ye|(ü)n
1897LENZ-1_2_2	küla	küla	_	NUM	_	_	_	_	origText=küla,baseForms=küla
1897LENZ-1_2_3	wént’u	wentru	_	N	_	_	_	_	origText=wént’u,baseForms=wentru
1897LENZ-1_2_4	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_2_5	epu	epu	_	NUM	_	_	_	_	origText=epu,baseForms=epu
1897LENZ-1_2_6	kárqa	karqa	_	N	_	_	_	_	origText=kárqa,baseForms=karqa
1897LENZ-1_2_7	ma	may	_	AV	_	_	_	_	origText=ma,baseForms=may
1897LENZ-1_2_8	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_2_9	yén	yen	_	V	ind1s	_	_	_	origText=yén,baseForms=(Ü)n
1897LENZ-1_2_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_2_11	épu	epu	_	NUM	_	_	_	_	origText=épu,baseForms=epu
1897LENZ-1_2_12	kaweʎu	kawellu	_	N	_	_	_	_	origText=kaweʎu,baseForms=kawellu
1897LENZ-1_2_13	ka	kay	_	AV	_	_	_	_	origText=ka,baseForms=kay
1897LENZ-1_2_14	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_2_15	yen	yen	_	V	ind1s	_	_	_	origText=yen,baseForms=(Ü)n
1897LENZ-1_2_16	:	:	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_2_17	épu	epu	_	NUM	_	_	_	_	origText=épu,baseForms=epu
1897LENZ-1_2_18	nel	nel'	_	AJ	_	_	_	_	origText=nel,baseForms=nel'
1897LENZ-1_2_19	kawéʎu	kawellu	_	N	_	_	_	_	origText=kawéʎu,baseForms=kawellu
1897LENZ-1_2_20	ka	kay	_	AV	_	_	_	_	origText=ka,baseForms=kay
1897LENZ-1_2_21	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_2_22	yén	yen	_	V	ind1s	_	_	_	origText=yén,baseForms=(Ü)n
1897LENZ-1_2_23	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-1_3_1	Kiñe	kiñe	_	NUM	_	_	_	_	origText=Kiñe,baseForms=kiñe
1897LENZ-1_3_2	ántə	antü	_	N	_	_	_	_	origText=ántə,baseForms=antü
1897LENZ-1_3_3	yei	yen	_	V	ind3	_	_	_	origText=yei,baseForms=iy
1897LENZ-1_3_4	chi	chi	_	DA	DA	_	_	_	origText=chi,baseForms=chi
1897LENZ-1_3_5	yewǘn	yewün	_	N	reflex|nmlz	_	_	_	origText=yewǘn,baseForms=ye|(u)w|(ü)n
1897LENZ-1_3_6	chi	chi	_	DA	DA	_	_	_	origText=chi,baseForms=chi
1897LENZ-1_3_7	épu	epu	_	NUM	_	_	_	_	origText=épu,baseForms=epu
1897LENZ-1_3_8	kawéʎu	kawellu	_	N	_	_	_	_	origText=kawéʎu,baseForms=kawellu
1897LENZ-1_3_9	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_3_10	k	kay	_	AV	_	_	_	_	origText=k,baseForms=kay
1897LENZ-1_3_11	ántə	antü	_	N	_	_	_	_	origText=ántə,baseForms=antü
1897LENZ-1_3_12	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_3_13	mo	mew	_	P	P	_	_	_	origText=mo,baseForms=mew
1897LENZ-1_3_14	chíʎaŋei	chillan	_	V	pass|ind3	_	_	_	origText=chíʎaŋei,baseForms=chilla|nge|iy
1897LENZ-1_3_15	chi	chi	_	DA	DA	_	_	_	origText=chi,baseForms=chi
1897LENZ-1_3_16	nel	nel'	_	AJ	_	_	_	_	origText=nel,baseForms=nel'
1897LENZ-1_3_17	kawéʎu	kawellu	_	N	_	_	_	_	origText=kawéʎu,baseForms=kawellu
1897LENZ-1_3_18	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-1_3_19	təkulélŋei	tükun	_	V	appl|pass|ind3	_	_	_	origText=təkulélŋei,baseForms=tüku|(l)el|nge|iy
1897LENZ-1_3_20	yewǘn	yewün	_	N	reflex|nmlz	_	_	_	origText=yewǘn,baseForms=ye|(u)w|(ü)n
1897LENZ-1_3_21	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-2_1_1	Təfámu	tüfamew	_	AV	_	_	_	_	origText=Təfámu,baseForms=tüfamew
1897LENZ-2_1_2	pétu	petu	_	AV	particle	_	_	_	origText=pétu,baseForms=petu
1897LENZ-2_1_3	métəmŋéimi	mütrümün	_	V	pass|ind2s	_	_	_	origText=métəmŋéimi,baseForms=mütrüm|nge|imi
1897LENZ-2_1_4	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-2_2_1	Kəpáŋe	küpan	_	V	imp2s	_	_	_	origText=Kəpáŋe,baseForms=küpa|nge
1897LENZ-2_2_2	təfámu	tüfamew	_	AV	_	_	_	_	origText=təfámu,baseForms=tüfamew
1897LENZ-2_2_3	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_2_4	konpaŋé	konün	_	V	cis|imp2s	_	_	_	origText=konpaŋé,baseForms=kon|pa|nge
1897LENZ-2_2_5	s'uká	ruka	_	N	_	_	_	_	origText=s'uká,baseForms=ruka
1897LENZ-2_2_6	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_2_7	mo	mew	_	P	P	_	_	_	origText=mo,baseForms=mew
1897LENZ-2_2_8	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-2_3_1	Wekun	wekun	_	AV	_	_	_	_	origText=Wekun,baseForms=wekun
1897LENZ-2_3_2	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1897LENZ-2_3_3	məl'i	mülen	_	V	ind3	_	_	_	origText=məl'i,baseForms=müle|iy
1897LENZ-2_3_4	went’u	wentru	_	N	_	_	_	_	origText=went’u,baseForms=wentru
1897LENZ-2_3_5	(	(	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_3_6	mal'qén	mal'en	_	N	_	_	_	_	origText=mal'qén,baseForms=mal'en
1897LENZ-2_3_7	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_3_8	wüt'an	witran	_	N	_	_	_	_	origText=wüt'an,baseForms=witra
1897LENZ-2_3_9	)	)	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-2_4_1	Pémefíŋe	pen	_	V	room|and|3dir|imp2s	_	_	_	origText=Pémefíŋe,baseForms=pe|me|fi|nge
1897LENZ-2_4_2	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_4_3	züŋumefíŋe	düngun	_	V	and|3dir|imp2s	_	_	_	origText=züŋumefíŋe,baseForms=düngu|me|fi|nge
1897LENZ-2_4_4	wüt'an	witran	_	N	_	_	_	_	origText=wüt'an,baseForms=witra
1897LENZ-2_4_5	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_4_6	wekun	wekun	_	AV	_	_	_	_	origText=wekun,baseForms=wekun
1897LENZ-2_4_7	məl'ei	mülen	_	V	ind3	_	_	_	origText=məl'ei,baseForms=müle|iy
1897LENZ-2_4_8	chi	chi	_	DA	DA	_	_	_	origText=chi,baseForms=chi
1897LENZ-2_4_9	wüt'an	witran	_	N	_	_	_	_	origText=wüt'an,baseForms=witra
1897LENZ-2_4_10	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-2_4_11	petu	petu	_	AV	particle	_	_	_	origText=petu,baseForms=petu
1897LENZ-2_4_12	mət'umeimo	mütrümün	_	V	ind3-2s	_	_	_	origText=mət'umeimo,baseForms=mütrüm|eymew
1897LENZ-2_4_13	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-3_1_1	Petu	petu	_	AV	particle	_	_	_	origText=Petu,baseForms=petu
1897LENZ-3_1_2	mətü´mŋéimi	mütrümün	_	V	pass|ind2s	_	_	_	origText=mətü´mŋéimi,baseForms=mütrüm|nge|imi
1897LENZ-3_1_3	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_1_4	wit’apuŋé	witran	_	V	imp2s	_	_	_	origText=wit’apuŋé,baseForms=witra|pu|nge
1897LENZ-3_1_5	ulŋín	wülngiñ	_	N	_	_	_	_	origText=ulŋín,baseForms=
1897LENZ-3_1_6	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_1_7	mu	mew	_	P	P	_	_	_	origText=mu,baseForms=mew
1897LENZ-3_1_8	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_1_9	inéi	iney	_	WH	particle	_	_	_	origText=inéi,baseForms=iney
1897LENZ-3_1_10	məlei	mülen	_	V	ind3	_	_	_	origText=məlei,baseForms=müle|iy
1897LENZ-3_1_11	wekun	wekun	_	AV	_	_	_	_	origText=wekun,baseForms=wekun
1897LENZ-3_1_12	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-3_2_1	Kiñe	kiñe	_	NUM	_	_	_	_	origText=Kiñe,baseForms=kiñe
1897LENZ-3_2_2	went’u	wentru	_	N	_	_	_	_	origText=went’u,baseForms=wentru
1897LENZ-3_2_3	"	"	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_2_4	peavin	pen	_	V	fut|ind1s	_	_	_	origText=peavin,baseForms=pe|a|fi|(ü)n
1897LENZ-3_2_5	"	"	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_2_6	pieimeu	pin	_	V	ind3-2s	_	_	_	origText=pieimeu,baseForms=pi|eymew
1897LENZ-3_2_7	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-3_3_1	Iní	iney	_	WH	particle	_	_	_	origText=Iní,baseForms=iney
1897LENZ-3_3_2	piŋími	pin	_	V	pass	_	_	_	origText=piŋími,baseForms=pi|nge|ind2s
1897LENZ-3_3_3	ta	ta	_	DA	DA	_	_	_	origText=ta,baseForms=ta
1897LENZ-3_3_4	mi	mi	_	PP	2s	_	_	_	origText=mi,baseForms=mi
1897LENZ-3_3_5	qüi	üy	_	N	_	_	_	_	origText=qüi,baseForms=üy
1897LENZ-3_3_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_3_7	chem	chem	_	WH	particle	_	_	_	origText=chem,baseForms=chem
1897LENZ-3_3_8	düŋu	düngu	_	N	_	_	_	_	origText=düŋu,baseForms=düngu
1897LENZ-3_3_9	miáuimi	miawün	_	V	ind2s	_	_	_	origText=miáuimi,baseForms=miaw|imi
1897LENZ-3_3_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-3_3_11	piviŋe	pin	_	V	3dir|imp2s	_	_	_	origText=piviŋe,baseForms=pi|fi|nge
1897LENZ-3_3_12	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_1_1	Ámoléyo	amun	_	V	prog|ind1d	_	_	_	origText=Ámoléyo,baseForms=amu|(kü)le|iyu
1897LENZ-4_1_2	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_1_3	ámoléyu	amun	_	V	prog|ind1d	_	_	_	origText=ámoléyu,baseForms=amu|(kü)le|iyu
1897LENZ-4_1_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_1_5	cháchan	chachan	_	N	_	_	_	_	origText=cháchan,baseForms=chachan
1897LENZ-4_1_6	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_2_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_2_2	Chém	chem	_	WH	particle	_	_	_	origText=Chém,baseForms=chem
1897LENZ-4_2_3	anta	anta	_	IP	_	_	_	_	origText=anta,baseForms=anta
1897LENZ-4_2_4	pəño-pevími	püñon	_	V	px|3dir|ind2s	_	_	_	origText=pəño-pevími,baseForms=püño|pe|fi|imi
1897LENZ-4_2_5	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_2_6	cháchan	chachan	_	N	_	_	_	_	origText=cháchan,baseForms=chachan
1897LENZ-4_2_7	?	?	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_3_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_3_2	Kaweʎa	kawella	_	N	_	_	_	_	origText=Kaweʎa,baseForms=kawella
1897LENZ-4_3_3	anchi	anta	_	IP	_	_	_	_	origText=anchi,baseForms=anta
1897LENZ-4_3_4	pəño-pevími	püñon	_	V	px|3dir|ind2s	_	_	_	origText=pəño-pevími,baseForms=püño|pe|fi|imi
1897LENZ-4_3_5	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_3_6	chachan	chachan	_	N	_	_	_	_	origText=chachan,baseForms=chachan
1897LENZ-4_3_7	?	?	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_4_1	Famkakefun	famün	_	V	cont|habit|bi|ind1s	_	_	_	origText=Famkakefun,baseForms=fam|ka|ke|fu|(ü)n
1897LENZ-4_4_2	tañi	tañi	_	PP	1s	_	_	_	origText=tañi,baseForms=tañi
1897LENZ-4_4_3	pəñoyəm	püñon	_	V	temp	_	_	_	origText=pəñoyəm,baseForms=püño|yüm
1897LENZ-4_4_4	tañi	tañi	_	PP	1s	_	_	_	origText=tañi,baseForms=tañi
1897LENZ-4_4_5	kaweʎá	kawella	_	N	_	_	_	_	origText=kaweʎá,baseForms=kawella
1897LENZ-4_4_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_4_7	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1897LENZ-4_4_8	chacha	chachan	_	N	_	_	_	_	origText=chacha,baseForms=chachan
1897LENZ-4_4_9	y	y	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_4_10	e	e	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_4_11	m	m	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_4_12	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_5_1	T’ekaleŋe	trekan	_	V	prog|imp2s	_	_	_	origText=T’ekaleŋe,baseForms=treka|(kü)le|nge
1897LENZ-4_5_2	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_5_3	chachan	chachan	_	N	_	_	_	_	origText=chachan,baseForms=chachan
1897LENZ-4_5_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_5_5	amoleŋe	amun	_	V	prog|imp2s	_	_	_	origText=amoleŋe,baseForms=amu|(kü)le|nge
1897LENZ-4_5_6	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_5_7	Təvei	tüfeychi	_	DP	DP	_	_	_	origText=Təvei,baseForms=tüfeychi
1897LENZ-4_5_8	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_5_9	təvei	tüfeychi	_	DP	DP	_	_	_	origText=təvei,baseForms=tüfeychi
1897LENZ-4_5_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_5_11	chachan	chachan	_	N	_	_	_	_	origText=chachan,baseForms=chachan
1897LENZ-4_5_12	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_6_1	Təvei	tüfeychi	_	DP	DP	_	_	_	origText=Təvei,baseForms=tüfeychi
1897LENZ-4_6_2	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_6_3	təvei	tüfeychi	_	DP	DP	_	_	_	origText=təvei,baseForms=tüfeychi
1897LENZ-4_6_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_6_5	amuleŋe	amun	_	V	prog|imp2s	_	_	_	origText=amuleŋe,baseForms=amu|(kü)le|nge
1897LENZ-4_6_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_6_7	chachan	chachan	_	N	_	_	_	_	origText=chachan,baseForms=chachan
1897LENZ-4_6_8	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_7_1	Tikeqelmu	tiken	_	V	ind3-2	_	_	_	origText=Tikeqelmu,baseForms=tike|elmew
1897LENZ-4_7_2	məta	müta	_	N	_	_	_	_	origText=məta,baseForms=müta
1897LENZ-4_7_3	waka	waka	_	N	_	_	_	_	origText=waka,baseForms=waka
1897LENZ-4_7_4	təv’e	tüfa	_	DP	DP	_	_	_	origText=təv’e,baseForms=tüfa
1897LENZ-4_7_5	Repəlekeqelmu	repülen	_	V	vb|habit|ind3-2	_	_	_	origText=Repəlekeqelmu,baseForms=repü|le|ke|elmew
1897LENZ-4_7_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-4_7_7	chachan	chachan	_	N	_	_	_	_	origText=chachan,baseForms=chachan
1897LENZ-4_7_8	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-4_8_1	Amuleŋe	amun	_	V	prog|imp2s	_	_	_	origText=Amuleŋe,baseForms=amu|(kü)le|nge
1897LENZ-4_8_2	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-5_1_1	Inche	iñche	_	PN	1s	_	_	_	origText=Inche,baseForms=iñche
1897LENZ-5_1_2	mai	may	_	AV	_	_	_	_	origText=mai,baseForms=may
1897LENZ-5_1_3	ni	ñi	_	PP	1s	_	_	_	origText=ni,baseForms=ñi
1897LENZ-5_1_4	láku	l'aku	_	N	_	_	_	_	origText=láku,baseForms=l'aku
1897LENZ-5_1_5	moŋefúi	mongen	_	V	bi|ind3	_	_	_	origText=moŋefúi,baseForms=monge|fu|iy
1897LENZ-5_1_6	kúifi	kuyfi	_	AV	_	_	_	_	origText=kúifi,baseForms=kuyfi
1897LENZ-5_1_7	ántə	antü	_	N	_	_	_	_	origText=ántə,baseForms=antü
1897LENZ-5_1_8	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-5_2_1	Juan	Juan	_	NP	_	_	_	_	origText=Juan,baseForms=
1897LENZ-5_2_2	José	José	_	NP	_	_	_	_	origText=José,baseForms=
1897LENZ-5_2_3	Kintuprai	Kintuprai	_	NP	_	_	_	_	origText=Kintuprai,baseForms=
1897LENZ-5_2_4	piŋefu	pin	_	V	pass|bi|ind3s	_	_	_	origText=piŋefu,baseForms=pi|nge|fu|iy
1897LENZ-5_2_5	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_6	inche	iñche	_	PN	1s	_	_	_	origText=inche,baseForms=iñche
1897LENZ-5_2_7	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1897LENZ-5_2_8	laku	l'aku	_	N	_	_	_	_	origText=laku,baseForms=l'aku
1897LENZ-5_2_9	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_10	p	p	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_11	i	i	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_12	c	c	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_13	h	h	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_14	ü	ü	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-5_2_15	məten	müt'en	_	AV	nmlz	_	_	_	origText=məten,baseForms=müt'e|(ü)n
1897LENZ-5_2_16	kimpafín	kimün	_	V	cis|3dir|ind1s	_	_	_	origText=kimpafín,baseForms=kim|pa|fi|(ü)n
1897LENZ-5_2_17	.	.	PUNCT	PUNCT	_	_	_	_	_

